timestamp,value
2024-01-01T00:00:00Z,20.000000
2024-01-01T00:15:00Z,20.327516
2024-01-01T00:30:00Z,20.653631
2024-01-01T00:45:00Z,20.976952
2024-01-01T01:00:00Z,21.296095
2024-01-01T01:15:00Z,21.609697
2024-01-01T01:30:00Z,21.916417
2024-01-01T01:45:00Z,22.214943
2024-01-01T02:00:00Z,22.504000
2024-01-01T02:15:00Z,22.782351
2024-01-01T02:30:00Z,23.048807
2024-01-01T02:45:00Z,23.302229
2024-01-01T03:00:00Z,23.541534
2024-01-01T03:15:00Z,23.765699
2024-01-01T03:30:00Z,23.973767
2024-01-01T03:45:00Z,24.164848
2024-01-01T04:00:00Z,24.338127
2024-01-01T04:15:00Z,24.492864
2024-01-01T04:30:00Z,24.628398
2024-01-01T04:45:00Z,24.744151
2024-01-01T05:00:00Z,24.839629
2024-01-01T05:15:00Z,24.914426
2024-01-01T05:30:00Z,24.968224
2024-01-01T05:45:00Z,25.000795
