timestamp,value
2024-01-10T12:00:00Z,20.456000
2024-01-10T12:15:00Z,20.129484
2024-01-10T12:30:00Z,19.804369
2024-01-10T12:45:00Z,19.482048
2024-01-10T13:00:00Z,19.163905
2024-01-10T13:15:00Z,18.851303
2024-01-10T13:30:00Z,18.545583
2024-01-10T13:45:00Z,18.248057
2024-01-10T14:00:00Z,17.960000
2024-01-10T14:15:00Z,17.682649
2024-01-10T14:30:00Z,17.417193
2024-01-10T14:45:00Z,17.164771
2024-01-10T15:00:00Z,16.926466
2024-01-10T15:15:00Z,16.703301
2024-01-10T15:30:00Z,16.496233
2024-01-10T15:45:00Z,16.306152
2024-01-10T16:00:00Z,16.133873
2024-01-10T16:15:00Z,15.980136
2024-01-10T16:30:00Z,15.845602
2024-01-10T16:45:00Z,15.730849
2024-01-10T17:00:00Z,15.636371
2024-01-10T17:15:00Z,15.562574
2024-01-10T17:30:00Z,15.509776
2024-01-10T17:45:00Z,15.478205
