timestamp,value
2024-01-14T18:00:00Z,15.660000
2024-01-14T18:15:00Z,15.671205
2024-01-14T18:30:00Z,15.703776
2024-01-14T18:45:00Z,15.757574
2024-01-14T19:00:00Z,15.832371
2024-01-14T19:15:00Z,15.927849
2024-01-14T19:30:00Z,16.043602
2024-01-14T19:45:00Z,16.179136
2024-01-14T20:00:00Z,16.333873
2024-01-14T20:15:00Z,16.507152
2024-01-14T20:30:00Z,16.698233
2024-01-14T20:45:00Z,16.906301
2024-01-14T21:00:00Z,17.130466
2024-01-14T21:15:00Z,17.369771
2024-01-14T21:30:00Z,17.623193
2024-01-14T21:45:00Z,17.889649
2024-01-14T22:00:00Z,18.168000
2024-01-14T22:15:00Z,18.457057
2024-01-14T22:30:00Z,18.755583
2024-01-14T22:45:00Z,19.062303
2024-01-14T23:00:00Z,19.375905
2024-01-14T23:15:00Z,19.695048
2024-01-14T23:30:00Z,20.018369
2024-01-14T23:45:00Z,20.344484
