timestamp,value
2024-01-02T12:00:00Z,20.072000
2024-01-02T12:15:00Z,19.745484
2024-01-02T12:30:00Z,19.420369
2024-01-02T12:45:00Z,19.098048
2024-01-02T13:00:00Z,18.779905
2024-01-02T13:15:00Z,18.467303
2024-01-02T13:30:00Z,18.161583
2024-01-02T13:45:00Z,17.864057
2024-01-02T14:00:00Z,17.576000
2024-01-02T14:15:00Z,17.298649
2024-01-02T14:30:00Z,17.033193
2024-01-02T14:45:00Z,16.780771
2024-01-02T15:00:00Z,16.542466
2024-01-02T15:15:00Z,16.319301
2024-01-02T15:30:00Z,16.112233
2024-01-02T15:45:00Z,15.922152
2024-01-02T16:00:00Z,15.749873
2024-01-02T16:15:00Z,15.596136
2024-01-02T16:30:00Z,15.461602
2024-01-02T16:45:00Z,15.346849
2024-01-02T17:00:00Z,15.252371
2024-01-02T17:15:00Z,15.178574
2024-01-02T17:30:00Z,15.125776
2024-01-02T17:45:00Z,15.094205
