timestamp,value
2024-01-05T12:00:00Z,20.216000
2024-01-05T12:15:00Z,19.889484
2024-01-05T12:30:00Z,19.564369
2024-01-05T12:45:00Z,19.242048
2024-01-05T13:00:00Z,18.923905
2024-01-05T13:15:00Z,18.611303
2024-01-05T13:30:00Z,18.305583
2024-01-05T13:45:00Z,18.008057
2024-01-05T14:00:00Z,17.720000
2024-01-05T14:15:00Z,17.442649
2024-01-05T14:30:00Z,17.177193
2024-01-05T14:45:00Z,16.924771
2024-01-05T15:00:00Z,16.686466
2024-01-05T15:15:00Z,16.463301
2024-01-05T15:30:00Z,16.256233
2024-01-05T15:45:00Z,16.066152
2024-01-05T16:00:00Z,15.893873
2024-01-05T16:15:00Z,15.740136
2024-01-05T16:30:00Z,15.605602
2024-01-05T16:45:00Z,15.490849
2024-01-05T17:00:00Z,15.396371
2024-01-05T17:15:00Z,15.322574
2024-01-05T17:30:00Z,15.269776
2024-01-05T17:45:00Z,15.238205
