timestamp,value
2024-01-18T06:00:00Z,25.828000
2024-01-18T06:15:00Z,25.817795
2024-01-18T06:30:00Z,25.786224
2024-01-18T06:45:00Z,25.733426
2024-01-18T07:00:00Z,25.659629
2024-01-18T07:15:00Z,25.565151
2024-01-18T07:30:00Z,25.450398
2024-01-18T07:45:00Z,25.315864
2024-01-18T08:00:00Z,25.162127
2024-01-18T08:15:00Z,24.989848
2024-01-18T08:30:00Z,24.799767
2024-01-18T08:45:00Z,24.592699
2024-01-18T09:00:00Z,24.369534
2024-01-18T09:15:00Z,24.131229
2024-01-18T09:30:00Z,23.878807
2024-01-18T09:45:00Z,23.613351
2024-01-18T10:00:00Z,23.336000
2024-01-18T10:15:00Z,23.047943
2024-01-18T10:30:00Z,22.750417
2024-01-18T10:45:00Z,22.444697
2024-01-18T11:00:00Z,22.132095
2024-01-18T11:15:00Z,21.813952
2024-01-18T11:30:00Z,21.491631
2024-01-18T11:45:00Z,21.166516
