timestamp,value
2024-01-21T00:00:00Z,20.960000
2024-01-21T00:15:00Z,21.287516
2024-01-21T00:30:00Z,21.613631
2024-01-21T00:45:00Z,21.936952
2024-01-21T01:00:00Z,22.256095
2024-01-21T01:15:00Z,22.569697
2024-01-21T01:30:00Z,22.876417
2024-01-21T01:45:00Z,23.174943
2024-01-21T02:00:00Z,23.464000
2024-01-21T02:15:00Z,23.742351
2024-01-21T02:30:00Z,24.008807
2024-01-21T02:45:00Z,24.262229
2024-01-21T03:00:00Z,24.501534
2024-01-21T03:15:00Z,24.725699
2024-01-21T03:30:00Z,24.933767
2024-01-21T03:45:00Z,25.124848
2024-01-21T04:00:00Z,25.298127
2024-01-21T04:15:00Z,25.452864
2024-01-21T04:30:00Z,25.588398
2024-01-21T04:45:00Z,25.704151
2024-01-21T05:00:00Z,25.799629
2024-01-21T05:15:00Z,25.874426
2024-01-21T05:30:00Z,25.928224
2024-01-21T05:45:00Z,25.960795
