timestamp,value
2024-01-13T00:00:00Z,20.576000
2024-01-13T00:15:00Z,20.903516
2024-01-13T00:30:00Z,21.229631
2024-01-13T00:45:00Z,21.552952
2024-01-13T01:00:00Z,21.872095
2024-01-13T01:15:00Z,22.185697
2024-01-13T01:30:00Z,22.492417
2024-01-13T01:45:00Z,22.790943
2024-01-13T02:00:00Z,23.080000
2024-01-13T02:15:00Z,23.358351
2024-01-13T02:30:00Z,23.624807
2024-01-13T02:45:00Z,23.878229
2024-01-13T03:00:00Z,24.117534
2024-01-13T03:15:00Z,24.341699
2024-01-13T03:30:00Z,24.549767
2024-01-13T03:45:00Z,24.740848
2024-01-13T04:00:00Z,24.914127
2024-01-13T04:15:00Z,25.068864
2024-01-13T04:30:00Z,25.204398
2024-01-13T04:45:00Z,25.320151
2024-01-13T05:00:00Z,25.415629
2024-01-13T05:15:00Z,25.490426
2024-01-13T05:30:00Z,25.544224
2024-01-13T05:45:00Z,25.576795
