timestamp,value
2024-01-06T06:00:00Z,25.252000
2024-01-06T06:15:00Z,25.241795
2024-01-06T06:30:00Z,25.210224
2024-01-06T06:45:00Z,25.157426
2024-01-06T07:00:00Z,25.083629
2024-01-06T07:15:00Z,24.989151
2024-01-06T07:30:00Z,24.874398
2024-01-06T07:45:00Z,24.739864
2024-01-06T08:00:00Z,24.586127
2024-01-06T08:15:00Z,24.413848
2024-01-06T08:30:00Z,24.223767
2024-01-06T08:45:00Z,24.016699
2024-01-06T09:00:00Z,23.793534
2024-01-06T09:15:00Z,23.555229
2024-01-06T09:30:00Z,23.302807
2024-01-06T09:45:00Z,23.037351
2024-01-06T10:00:00Z,22.760000
2024-01-06T10:15:00Z,22.471943
2024-01-06T10:30:00Z,22.174417
2024-01-06T10:45:00Z,21.868697
2024-01-06T11:00:00Z,21.556095
2024-01-06T11:15:00Z,21.237952
2024-01-06T11:30:00Z,20.915631
2024-01-06T11:45:00Z,20.590516
