observed_at,target,dew_point_c
2025-03-03T00:00:00Z,9.360,5.674
2025-03-03T00:15:00Z,9.104,5.717
2025-03-03T00:30:00Z,8.559,5.181
2025-03-03T00:45:00Z,8.429,4.795
2025-03-03T01:00:00Z,8.396,4.379
2025-03-03T01:15:00Z,8.190,4.386
2025-03-03T01:30:00Z,7.892,3.776
2025-03-03T01:45:00Z,8.048,4.081
2025-03-03T02:00:00Z,8.035,3.953
2025-03-03T02:15:00Z,7.736,3.968
2025-03-03T02:30:00Z,7.433,
2025-03-03T02:45:00Z,7.089,3.322
2025-03-03T03:00:00Z,7.248,3.062
2025-03-03T03:15:00Z,6.929,2.660
2025-03-03T03:30:00Z,6.932,3.097
2025-03-03T03:45:00Z,7.329,3.063
2025-03-03T04:00:00Z,7.227,2.958
2025-03-03T04:15:00Z,7.325,2.993
2025-03-03T04:30:00Z,7.520,2.873
2025-03-03T04:45:00Z,7.475,3.091
2025-03-03T05:00:00Z,7.364,2.898
2025-03-03T05:15:00Z,7.416,
2025-03-03T05:30:00Z,7.885,3.744
2025-03-03T05:45:00Z,7.920,3.851
2025-03-03T06:00:00Z,7.981,3.584
2025-03-03T06:15:00Z,8.251,4.260
2025-03-03T06:30:00Z,8.440,4.457
2025-03-03T06:45:00Z,8.211,4.812
2025-03-03T07:00:00Z,9.025,5.270
2025-03-03T07:15:00Z,9.135,5.186
2025-03-03T07:30:00Z,9.069,5.519
2025-03-03T07:45:00Z,9.523,5.776
2025-03-03T08:00:00Z,9.641,
2025-03-03T08:15:00Z,9.667,6.325
2025-03-03T08:30:00Z,10.187,6.768
2025-03-03T08:45:00Z,10.606,7.107
2025-03-03T09:00:00Z,10.762,7.772
2025-03-03T09:15:00Z,11.195,8.071
2025-03-03T09:30:00Z,11.227,8.389
2025-03-03T09:45:00Z,11.770,8.741
2025-03-03T10:00:00Z,12.014,8.843
2025-03-03T10:15:00Z,12.173,9.038
2025-03-03T10:30:00Z,12.300,9.876
2025-03-03T10:45:00Z,12.193,
2025-03-03T11:00:00Z,12.440,9.583
2025-03-03T11:15:00Z,12.980,10.116
2025-03-03T11:30:00Z,12.527,9.944
2025-03-03T11:45:00Z,12.912,10.649
2025-03-03T12:00:00Z,13.038,10.445
2025-03-03T12:15:00Z,13.336,11.023
2025-03-03T12:30:00Z,13.377,10.812
2025-03-03T12:45:00Z,13.272,11.245
2025-03-03T13:00:00Z,13.024,10.923
2025-03-03T13:15:00Z,13.139,11.290
2025-03-03T13:30:00Z,13.278,
2025-03-03T13:45:00Z,13.569,11.108
2025-03-03T14:00:00Z,13.126,10.757
2025-03-03T14:15:00Z,13.296,11.098
2025-03-03T14:30:00Z,12.994,10.973
2025-03-03T14:45:00Z,13.137,10.458
2025-03-03T15:00:00Z,12.951,10.722
2025-03-03T15:15:00Z,12.856,10.450
2025-03-03T15:30:00Z,12.127,9.584
2025-03-03T15:45:00Z,12.191,9.524
2025-03-03T16:00:00Z,12.118,9.709
2025-03-03T16:15:00Z,11.902,
2025-03-03T16:30:00Z,11.798,8.914
2025-03-03T16:45:00Z,11.492,8.473
2025-03-03T17:00:00Z,11.041,8.248
2025-03-03T17:15:00Z,11.084,7.953
2025-03-03T17:30:00Z,10.747,7.963
2025-03-03T17:45:00Z,10.192,7.254
2025-03-03T18:00:00Z,9.929,6.469
2025-03-03T18:15:00Z,9.674,6.711
2025-03-03T18:30:00Z,9.156,6.093
2025-03-03T18:45:00Z,9.083,5.567
2025-03-03T19:00:00Z,9.124,
2025-03-03T19:15:00Z,8.754,5.760
2025-03-03T19:30:00Z,8.757,5.256
2025-03-03T19:45:00Z,8.517,4.861
2025-03-03T20:00:00Z,7.795,4.660
2025-03-03T20:15:00Z,7.687,3.917
2025-03-03T20:30:00Z,7.530,4.173
2025-03-03T20:45:00Z,7.528,3.395
2025-03-03T21:00:00Z,7.376,3.994
2025-03-03T21:15:00Z,6.888,3.522
2025-03-03T21:30:00Z,7.438,3.474
2025-03-03T21:45:00Z,7.097,
2025-03-03T22:00:00Z,6.794,3.297
2025-03-03T22:15:00Z,6.991,3.126
2025-03-03T22:30:00Z,6.790,2.712
2025-03-03T22:45:00Z,6.841,3.087
2025-03-03T23:00:00Z,6.738,2.847
2025-03-03T23:15:00Z,7.129,3.378
2025-03-03T23:30:00Z,7.290,3.429
2025-03-03T23:45:00Z,7.267,3.501
