pressure_kpa,humidity_pct,airflow_cmh,target
90.7561,65.2241,8.3004,35.1397
96.1088,64.7177,8.3781,37.4487
101.6029,64.5413,8.3814,38.6057
107.0776,64.7365,8.3798,40.1603
112.6219,64.4019,8.3470,42.0894
117.6961,64.2578,8.2720,44.2768
93.3853,64.4292,8.2025,35.5391
99.0864,64.3282,8.1925,37.5903
104.1299,63.7878,8.2391,39.7435
109.2514,63.7612,8.2676,41.3945
114.8711,64.0546,8.3545,43.7786
90.0337,63.6976,8.4010,34.7413
95.7077,63.5974,8.3882,36.7786
100.8284,63.3445,8.3442,37.9970
106.8253,63.5619,8.2990,40.8022
111.8171,62.9003,8.2271,41.7171
117.5742,62.7795,8.2017,44.2138
93.0373,62.8793,8.2074,36.2775
97.9155,62.8366,8.2524,37.0436
103.4357,62.8221,8.3324,39.1248
108.6680,62.2891,8.3780,41.5410
114.0274,62.5640,8.4137,42.9948
119.3918,62.0802,8.3855,44.9729
95.2139,62.4901,8.3319,36.9190
100.4062,62.2502,8.2543,38.7652
105.5460,62.2198,8.1962,39.6832
111.2240,61.6834,8.1857,41.7612
116.5706,61.6639,8.2285,43.3728
91.8508,61.3722,8.3084,35.7415
97.8732,61.5932,8.3735,37.2320
103.0975,61.3979,8.3872,38.8496
107.9846,61.1480,8.4130,40.4996
113.5810,61.2383,8.3419,42.7175
118.8768,60.9702,8.2816,44.6113
94.6404,60.8410,8.2196,36.6192
99.7473,60.9752,8.2140,38.1184
105.6870,60.8068,8.2052,40.2124
110.7484,60.7027,8.2626,42.0191
115.7776,60.5580,8.3294,43.4262
91.8921,60.3278,8.3709,35.4572
96.6865,60.1674,8.3887,36.3172
102.2289,59.9332,8.3723,38.7428
107.6450,59.9462,8.3156,40.7613
113.0143,59.7477,8.2397,42.3713
118.1415,59.4369,8.2253,43.7227
94.0901,59.3648,8.2038,36.2528
99.1665,59.5913,8.2413,38.0200
104.5797,59.2259,8.3094,39.7219
109.7733,59.4599,8.3498,41.0639
115.4760,59.1599,8.3921,42.9232
