pressure_kpa,humidity_pct,airflow_cmh,target
91.9553,64.9919,8.3093,35.0869
97.0420,65.0159,8.3643,37.6117
102.8619,64.7574,8.4078,39.4046
107.7961,64.8072,8.3626,40.8699
113.1278,64.6695,8.3055,42.3749
119.1899,64.2558,8.2510,44.4327
93.8418,64.1465,8.2115,36.1441
99.3614,64.1343,8.1932,37.5766
105.0673,63.9497,8.2368,40.4634
110.2325,63.7028,8.3061,41.6693
115.8233,63.8035,8.3395,44.0732
91.4269,63.4143,8.4139,35.2949
96.9923,63.5984,8.4109,37.3300
102.3157,63.3639,8.3440,38.7116
107.7964,63.2654,8.2932,41.3948
112.5081,63.4530,8.2385,42.8056
118.0576,63.0419,8.1988,44.9418
93.5112,63.1797,8.1991,35.9130
99.1092,62.5816,8.2792,37.7842
104.3228,62.7230,8.3440,39.2764
110.1133,62.3760,8.3666,42.2538
115.1472,62.6986,8.4128,43.2722
90.4114,62.2475,8.3920,35.1740
95.8482,62.4757,8.3344,37.1317
101.3524,61.7802,8.2488,38.7444
106.5651,62.0592,8.2189,40.6516
112.4758,61.6346,8.1915,42.3310
117.3585,61.9528,8.2595,44.0044
93.1119,61.3987,8.3013,36.1922
98.6818,61.7013,8.3508,37.7474
104.1107,61.4304,8.4034,39.9415
109.4238,61.4051,8.3788,40.8942
114.2112,60.9819,8.3436,42.5509
90.2963,60.9352,8.2848,35.0421
95.3203,61.1042,8.2115,36.8538
100.6953,60.7824,8.1861,38.1919
105.8540,60.6590,8.2333,40.4008
111.2843,60.3811,8.2859,41.6702
116.9324,60.3909,8.3454,43.8281
92.4695,60.4468,8.3780,35.7999
97.6410,60.2273,8.4002,37.2899
102.8661,59.8047,8.3629,38.5412
108.2500,59.6735,8.3167,41.0870
113.7874,60.0439,8.2380,42.4845
119.5267,59.6891,8.1888,44.5854
94.8254,59.3104,8.2079,36.2056
100.5949,59.2665,8.2658,38.6711
105.2332,59.6025,8.3186,39.8274
111.1204,59.0837,8.3576,41.7347
116.3757,59.3618,8.4051,43.1553
