observed_at,ambient_c,wind_kph,target
2025-03-01T20:30:00Z,14.314,6.045,12.238
2025-03-01T20:45:00Z,14.564,6.245,12.369
2025-03-01T21:00:00Z,14.500,6.292,12.049
2025-03-01T21:15:00Z,14.687,6.552,12.389
2025-03-01T21:30:00Z,14.872,6.517,12.535
2025-03-01T21:45:00Z,15.054,6.432,12.737
2025-03-01T22:00:00Z,15.223,6.606,12.855
2025-03-01T22:15:00Z,15.877,6.698,13.474
2025-03-01T22:30:00Z,15.736,7.285,13.357
2025-03-01T22:45:00Z,15.763,7.142,13.195
2025-03-01T23:00:00Z,16.206,7.396,13.859
2025-03-01T23:15:00Z,16.014,7.449,13.608
2025-03-01T23:30:00Z,15.925,7.113,13.580
2025-03-01T23:45:00Z,15.815,7.239,13.457
2025-03-02T00:00:00Z,16.167,7.491,13.680
2025-03-02T00:15:00Z,16.144,8.048,13.631
2025-03-02T00:30:00Z,15.858,7.495,13.445
2025-03-02T00:45:00Z,15.915,7.519,13.292
2025-03-02T01:00:00Z,15.844,8.084,13.447
2025-03-02T01:15:00Z,15.246,8.193,13.196
2025-03-02T01:30:00Z,15.215,7.756,12.869
2025-03-02T01:45:00Z,15.229,7.707,12.979
2025-03-02T02:00:00Z,14.733,7.926,12.562
2025-03-02T02:15:00Z,14.459,8.146,12.525
2025-03-02T02:30:00Z,14.435,8.077,12.197
2025-03-02T02:45:00Z,14.220,7.754,12.021
2025-03-02T03:00:00Z,13.358,8.278,11.684
2025-03-02T03:15:00Z,13.486,8.193,11.770
2025-03-02T03:30:00Z,13.021,7.762,11.167
2025-03-02T03:45:00Z,12.763,7.709,10.886
2025-03-02T04:00:00Z,12.545,7.780,10.920
2025-03-02T04:15:00Z,11.790,8.173,10.200
2025-03-02T04:30:00Z,11.954,7.904,10.375
2025-03-02T04:45:00Z,11.244,7.753,9.850
2025-03-02T05:00:00Z,11.201,7.504,9.521
2025-03-02T05:15:00Z,10.442,7.439,9.075
2025-03-02T05:30:00Z,10.534,7.415,9.174
2025-03-02T05:45:00Z,10.376,7.467,9.177
2025-03-02T06:00:00Z,10.105,7.484,8.797
2025-03-02T06:15:00Z,9.554,7.239,8.408
2025-03-02T06:30:00Z,9.487,7.639,8.485
