observed_at,ambient_c,wind_kph,target
2025-03-03T03:15:00Z,8.004,8.084,7.403
2025-03-03T03:30:00Z,7.914,8.140,7.207
2025-03-03T03:45:00Z,7.787,7.836,7.109
2025-03-03T04:00:00Z,8.209,8.008,7.297
2025-03-03T04:15:00Z,8.299,8.178,7.430
2025-03-03T04:30:00Z,7.924,7.568,6.925
2025-03-03T04:45:00Z,8.315,8.081,7.562
2025-03-03T05:00:00Z,8.180,7.948,7.306
2025-03-03T05:15:00Z,8.676,7.654,7.865
2025-03-03T05:30:00Z,8.406,7.748,7.633
2025-03-03T05:45:00Z,8.538,8.256,7.494
2025-03-03T06:00:00Z,9.169,8.215,8.082
2025-03-03T06:15:00Z,9.056,7.822,8.041
2025-03-03T06:30:00Z,9.475,7.848,8.375
2025-03-03T06:45:00Z,9.998,7.885,8.847
2025-03-03T07:00:00Z,9.793,7.783,8.649
2025-03-03T07:15:00Z,10.034,7.647,8.925
2025-03-03T07:30:00Z,10.858,7.682,9.591
2025-03-03T07:45:00Z,10.782,7.942,9.323
2025-03-03T08:00:00Z,11.252,7.589,9.870
2025-03-03T08:15:00Z,11.373,7.347,9.724
2025-03-03T08:30:00Z,11.947,7.427,10.369
2025-03-03T08:45:00Z,12.085,7.687,10.534
2025-03-03T09:00:00Z,12.616,6.970,10.699
2025-03-03T09:15:00Z,12.996,7.221,11.012
2025-03-03T09:30:00Z,13.214,7.321,11.113
2025-03-03T09:45:00Z,13.316,6.940,11.213
2025-03-03T10:00:00Z,14.054,7.111,11.784
2025-03-03T10:15:00Z,14.116,7.014,11.832
2025-03-03T10:30:00Z,14.502,6.648,12.203
2025-03-03T10:45:00Z,14.494,6.458,12.166
2025-03-03T11:00:00Z,14.986,6.752,12.640
2025-03-03T11:15:00Z,14.939,6.576,12.537
2025-03-03T11:30:00Z,15.175,5.907,12.727
2025-03-03T11:45:00Z,15.357,5.872,12.862
2025-03-03T12:00:00Z,15.625,5.676,13.222
2025-03-03T12:15:00Z,15.892,6.177,13.496
2025-03-03T12:30:00Z,15.640,5.479,13.060
2025-03-03T12:45:00Z,16.110,5.443,13.624
2025-03-03T13:00:00Z,16.204,5.759,13.629
2025-03-03T13:15:00Z,15.861,5.847,13.300
