observed_at,target,dew_point_c
2025-03-03T14:30:00Z,13.148,11.028
2025-03-03T14:45:00Z,12.829,10.242
2025-03-03T15:00:00Z,13.069,10.421
2025-03-03T15:15:00Z,12.609,9.935
2025-03-03T15:30:00Z,12.717,10.097
2025-03-03T15:45:00Z,12.191,9.634
2025-03-03T16:00:00Z,12.108,9.375
2025-03-03T16:15:00Z,11.829,
2025-03-03T16:30:00Z,11.716,9.123
2025-03-03T16:45:00Z,11.257,8.637
2025-03-03T17:00:00Z,11.198,8.272
2025-03-03T17:15:00Z,10.745,8.103
2025-03-03T17:30:00Z,10.336,7.291
2025-03-03T17:45:00Z,9.956,7.270
2025-03-03T18:00:00Z,9.782,6.784
2025-03-03T18:15:00Z,9.902,6.782
2025-03-03T18:30:00Z,9.328,6.361
2025-03-03T18:45:00Z,9.099,5.914
2025-03-03T19:00:00Z,9.148,
2025-03-03T19:15:00Z,8.781,5.727
2025-03-03T19:30:00Z,8.179,5.203
2025-03-03T19:45:00Z,8.170,4.678
2025-03-03T20:00:00Z,7.853,4.403
2025-03-03T20:15:00Z,7.901,4.222
2025-03-03T20:30:00Z,7.452,4.176
2025-03-03T20:45:00Z,7.419,3.414
2025-03-03T21:00:00Z,7.303,3.654
2025-03-03T21:15:00Z,7.035,3.160
2025-03-03T21:30:00Z,7.381,3.722
2025-03-03T21:45:00Z,7.064,
2025-03-03T22:00:00Z,7.323,3.434
2025-03-03T22:15:00Z,6.955,2.684
2025-03-03T22:30:00Z,6.866,3.268
2025-03-03T22:45:00Z,6.888,3.296
2025-03-03T23:00:00Z,6.724,3.221
2025-03-03T23:15:00Z,6.817,2.990
2025-03-03T23:30:00Z,7.081,3.294
2025-03-03T23:45:00Z,7.366,3.269
2025-03-04T00:00:00Z,7.347,3.496
2025-03-04T00:15:00Z,7.394,3.422
2025-03-04T00:30:00Z,7.525,
2025-03-04T00:45:00Z,7.580,4.168
2025-03-04T01:00:00Z,8.172,4.502
2025-03-04T01:15:00Z,8.120,4.270
2025-03-04T01:30:00Z,8.237,4.673
2025-03-04T01:45:00Z,8.467,5.066
2025-03-04T02:00:00Z,8.457,5.025
2025-03-04T02:15:00Z,9.011,5.747
2025-03-04T02:30:00Z,9.280,6.006
2025-03-04T02:45:00Z,9.602,6.364
