595.00000000	139968.92226721
595.03125000	139983.77545617
595.06250000	139998.63017074
595.09375000	140013.48640086
595.12500000	140028.34413632
595.15625000	140043.20336684
595.18750000	140058.06408198
595.21875000	140072.92627124
595.25000000	140087.78992397
595.28125000	140102.65502944
595.31250000	140117.52157680
595.34375000	140132.38955511
595.37500000	140147.25895332
595.40625000	140162.12976028
595.43750000	140177.00196474
595.46875000	140191.87555535
595.50000000	140206.75052069
595.53125000	140221.62684923
595.56250000	140236.50452933
595.59375000	140251.38354930
595.62500000	140266.26389733
595.65625000	140281.14556154
595.68750000	140296.02852996
595.71875000	140310.91279055
595.75000000	140325.79833118
595.78125000	140340.68513965
595.81250000	140355.57320366
595.84375000	140370.46251087
595.87500000	140385.35304884
595.90625000	140400.24480508
595.93750000	140415.13776703
595.96875000	140430.03192204
596.00000000	140444.92725742
596.03125000	140459.82376041
596.06250000	140474.72141819
596.09375000	140489.62021789
596.12500000	140504.52014656
596.15625000	140519.42119123
596.18750000	140534.32333884
596.21875000	140549.22657630
596.25000000	140564.13089048
596.28125000	140579.03626819
596.31250000	140593.94269619
596.34375000	140608.85016123
596.37500000	140623.75864998
596.40625000	140638.66814909
596.43750000	140653.57864518
596.46875000	140668.49012483
596.50000000	140683.40257459
596.53125000	140698.31598097
596.56250000	140713.23033047
596.59375000	140728.14560956
596.62500000	140743.06180467
596.65625000	140757.97890224
596.68750000	140772.89688866
596.71875000	140787.81575032
596.75000000	140802.73547360
596.78125000	140817.65604484
596.81250000	140832.57745041
596.84375000	140847.49967664
596.87500000	140862.42270986
596.90625000	140877.34653641
596.93750000	140892.27114262
596.96875000	140907.19651481
597.00000000	140922.12263931
597.03125000	140937.04950247
597.06250000	140951.97709062
597.09375000	140966.90539011
597.12500000	140981.83438731
597.15625000	140996.76406859
597.18750000	141011.69442034
597.21875000	141026.62542897
597.25000000	141041.55708091
597.28125000	141056.48936260
597.31250000	141071.42226052
597.34375000	141086.35576116
597.37500000	141101.28985106
597.40625000	141116.22451676
597.43750000	141131.15974486
597.46875000	141146.09552198
597.50000000	141161.03183477
597.53125000	141175.96866993
597.56250000	141190.90601421
597.59375000	141205.84385437
597.62500000	141220.78217725
597.65625000	141235.72096972
597.68750000	141250.66021869
597.71875000	141265.59991114
597.75000000	141280.54003409
597.78125000	141295.48057461
597.81250000	141310.42151985
597.84375000	141325.36285699
597.87500000	141340.30457329
597.90625000	141355.24665608
597.93750000	141370.18909272
597.96875000	141385.13187067
598.00000000	141400.07497745
598.03125000	141415.01840065
598.06250000	141429.96212792
598.09375000	141444.90614701
598.12500000	141459.85044572
598.15625000	141474.79501194
598.18750000	141489.73983365
598.21875000	141504.68489890
598.25000000	141519.63019583
598.28125000	141534.57571265
598.31250000	141549.52143768
598.34375000	141564.46735933
598.37500000	141579.41346607
598.40625000	141594.35974650
598.43750000	141609.30618929
598.46875000	141624.25278322
598.50000000	141639.19951717
598.53125000	141654.14638011
598.56250000	141669.09336112
598.59375000	141684.04044937
598.62500000	141698.98763416
598.65625000	141713.93490487
598.68750000	141728.88225101
598.71875000	141743.82966218
598.75000000	141758.77712812
598.78125000	141773.72463866
598.81250000	141788.67218375
598.84375000	141803.61975346
598.87500000	141818.56733797
598.90625000	141833.51492760
598.93750000	141848.46251277
598.96875000	141863.41008404
599.00000000	141878.35763207
599.03125000	141893.30514767
599.06250000	141908.25262176
599.09375000	141923.20004541
599.12500000	141938.14740979
599.15625000	141953.09470623
599.18750000	141968.04192618
599.21875000	141982.98906122
599.25000000	141997.93610307
599.28125000	142012.88304359
599.31250000	142027.82987477
599.34375000	142042.77658875
599.37500000	142057.72317779
599.40625000	142072.66963432
599.43750000	142087.61595089
599.46875000	142102.56212020
599.50000000	142117.50813510
599.53125000	142132.45398860
599.56250000	142147.39967381
599.59375000	142162.34518404
599.62500000	142177.29051273
599.65625000	142192.23565345
599.68750000	142207.18059996
599.71875000	142222.12534614
599.75000000	142237.06988604
599.78125000	142252.01421387
599.81250000	142266.95832397
599.84375000	142281.90221086
599.87500000	142296.84586921
599.90625000	142311.78929384
599.93750000	142326.73247974
599.96875000	142341.67542205
600.00000000	142356.61811608
600.03125000	142371.56055730
600.06250000	142386.50274132
600.09375000	142401.44466394
600.12500000	142416.38632112
600.15625000	142431.32770896
600.18750000	142446.26882374
600.21875000	142461.20966192
600.25000000	142476.15022010
600.28125000	142491.09049505
600.31250000	142506.03048372
600.34375000	142520.97018322
600.37500000	142535.90959082
600.40625000	142550.84870397
600.43750000	142565.78752028
600.46875000	142580.72603753
600.50000000	142595.66425366
600.53125000	142610.60216680
600.56250000	142625.53977523
600.59375000	142640.47707742
600.62500000	142655.41407198
600.65625000	142670.35075771
600.68750000	142685.28713359
600.71875000	142700.22319875
600.75000000	142715.15895250
600.78125000	142730.09439431
600.81250000	142745.02952385
600.84375000	142759.96434092
600.87500000	142774.89884553
600.90625000	142789.83303783
600.93750000	142804.76691816
600.96875000	142819.70048702
601.00000000	142834.63374509
601.03125000	142849.56669322
601.06250000	142864.49933241
601.09375000	142879.43166386
601.12500000	142894.36368893
601.15625000	142909.29540914
601.18750000	142924.22682618
601.21875000	142939.15794193
601.25000000	142954.08875841
601.28125000	142969.01927784
601.31250000	142983.94950259
601.34375000	142998.87943518
601.37500000	143013.80907835
601.40625000	143028.73843495
601.43750000	143043.66750803
601.46875000	143058.59630080
601.50000000	143073.52481664
601.53125000	143088.45305909
601.56250000	143103.38103184
601.59375000	143118.30873877
601.62500000	143133.23618391
601.65625000	143148.16337146
601.68750000	143163.09030578
601.71875000	143178.01699137
601.75000000	143192.94343294
601.78125000	143207.86963530
601.81250000	143222.79560348
601.84375000	143237.72134261
601.87500000	143252.64685803
601.90625000	143267.57215520
601.93750000	143282.49723975
601.96875000	143297.42211748
602.00000000	143312.34679431
602.03125000	143327.27127634
602.06250000	143342.19556982
602.09375000	143357.11968114
602.12500000	143372.04361685
602.15625000	143386.96738365
602.18750000	143401.89098839
602.21875000	143416.81443805
602.25000000	143431.73773977
602.28125000	143446.66090085
602.31250000	143461.58392870
602.34375000	143476.50683090
602.37500000	143491.42961517
602.40625000	143506.35228935
602.43750000	143521.27486143
602.46875000	143536.19733956
602.50000000	143551.11973199
602.53125000	143566.04204714
602.56250000	143580.96429352
602.59375000	143595.88647983
602.62500000	143610.80861485
602.65625000	143625.73070752
602.68750000	143640.65276690
602.71875000	143655.57480218
602.75000000	143670.49682267
602.78125000	143685.41883780
602.81250000	143700.34085714
602.84375000	143715.26289038
602.87500000	143730.18494730
602.90625000	143745.10703783
602.93750000	143760.02917202
602.96875000	143774.95136000
603.00000000	143789.87361205
603.03125000	143804.79593855
603.06250000	143819.71834998
603.09375000	143834.64085694
603.12500000	143849.56347014
603.15625000	143864.48620038
603.18750000	143879.40905857
603.21875000	143894.33205574
603.25000000	143909.25520301
603.28125000	143924.17851157
603.31250000	143939.10199275
603.34375000	143954.02565796
603.37500000	143968.94951868
603.40625000	143983.87358652
603.43750000	143998.79787316
603.46875000	144013.72239036
603.50000000	144028.64714998
603.53125000	144043.57216396
603.56250000	144058.49744431
603.59375000	144073.42300315
603.62500000	144088.34885266
603.65625000	144103.27500508
603.68750000	144118.20147275
603.71875000	144133.12826808
603.75000000	144148.05540355
603.78125000	144162.98289168
603.81250000	144177.91074511
603.84375000	144192.83897651
603.87500000	144207.76759860
603.90625000	144222.69662421
603.93750000	144237.62606617
603.96875000	144252.55593742
604.00000000	144267.48625093
604.03125000	144282.41701970
604.06250000	144297.34825684
604.09375000	144312.27997545
604.12500000	144327.21218871
604.15625000	144342.14490983
604.18750000	144357.07815208
604.21875000	144372.01192875
604.25000000	144386.94625318
604.28125000	144401.88113874
604.31250000	144416.81659885
604.34375000	144431.75264695
604.37500000	144446.68929650
604.40625000	144461.62656100
604.43750000	144476.56445399
604.46875000	144491.50298901
604.50000000	144506.44217963
604.53125000	144521.38203944
604.56250000	144536.32258206
604.59375000	144551.26382109
604.62500000	144566.20577019
604.65625000	144581.14844299
604.68750000	144596.09185317
604.71875000	144611.03601437
604.75000000	144625.98094026
604.78125000	144640.92664453
604.81250000	144655.87314084
604.84375000	144670.82044285
604.87500000	144685.76856425
604.90625000	144700.71751868
604.93750000	144715.66731979
604.96875000	144730.61798124
605.00000000	144745.56951665
605.03125000	144760.52193963
605.06250000	144775.47526378
605.09375000	144790.42950269
605.12500000	144805.38466990
605.15625000	144820.34077896
605.18750000	144835.29784338
605.21875000	144850.25587664
605.25000000	144865.21489220
605.28125000	144880.17490347
605.31250000	144895.13592384
605.34375000	144910.09796668
605.37500000	144925.06104529
605.40625000	144940.02517296
605.43750000	144954.99036291
605.46875000	144969.95662834
605.50000000	144984.92398239
605.53125000	144999.89243815
605.56250000	145014.86200868
605.59375000	145029.83270697
605.62500000	145044.80454596
605.65625000	145059.77753852
605.68750000	145074.75169750
605.71875000	145089.72703565
605.75000000	145104.70356567
605.78125000	145119.68130021
605.81250000	145134.66025184
605.84375000	145149.64043306
605.87500000	145164.62185631
605.90625000	145179.60453395
605.93750000	145194.58847827
605.96875000	145209.57370148
606.00000000	145224.56021573
606.03125000	145239.54803306
606.06250000	145254.53716544
606.09375000	145269.52762478
606.12500000	145284.51942287
606.15625000	145299.51257143
606.18750000	145314.50708210
606.21875000	145329.50296641
606.25000000	145344.50023581
606.28125000	145359.49890164
606.31250000	145374.49897517
606.34375000	145389.50046756
606.37500000	145404.50338985
606.40625000	145419.50775302
606.43750000	145434.51356790
606.46875000	145449.52084526
606.50000000	145464.52959573
606.53125000	145479.53982985
606.56250000	145494.55155803
606.59375000	145509.56479061
606.62500000	145524.57953777
606.65625000	145539.59580961
606.68750000	145554.61361608
606.71875000	145569.63296705
606.75000000	145584.65387224
606.78125000	145599.67634128
606.81250000	145614.70038363
606.84375000	145629.72600869
606.87500000	145644.75322567
606.90625000	145659.78204371
606.93750000	145674.81247178
606.96875000	145689.84451874
607.00000000	145704.87819331
607.03125000	145719.91350409
607.06250000	145734.95045954
607.09375000	145749.98906799
607.12500000	145765.02933761
607.15625000	145780.07127647
607.18750000	145795.11489247
607.21875000	145810.16019339
607.25000000	145825.20718686
607.28125000	145840.25588037
607.31250000	145855.30628125
607.34375000	145870.35839672
607.37500000	145885.41223383
607.40625000	145900.46779948
607.43750000	145915.52510044
607.46875000	145930.58414331
607.50000000	145945.64493456
607.53125000	145960.70748049
607.56250000	145975.77178726
607.59375000	145990.83786089
607.62500000	146005.90570720
607.65625000	146020.97533191
607.68750000	146036.04674056
607.71875000	146051.11993851
607.75000000	146066.19493101
607.78125000	146081.27172311
607.81250000	146096.35031973
607.84375000	146111.43072561
607.87500000	146126.51294534
607.90625000	146141.59698335
607.93750000	146156.68284390
607.96875000	146171.77053109
608.00000000	146186.86004885
