90.1662	64.9450	8.2876	35.2936	21.3943
90.6787	65.1234	8.3090	35.0578	21.2855
91.6765	64.9844	8.3093	35.6957	21.7075
92.6073	64.7331	8.3441	35.0646	21.8363
93.2311	65.1198	8.3474	36.2773	nan
94.5600	64.7514	8.3332	36.6630	21.6467
95.0427	64.6052	8.3696	36.9196	22.3043
96.6207	64.7774	8.3580	37.3883	22.2213
97.3066	64.6219	8.3678	36.7853	22.3838
98.1198	64.5207	8.3669	37.5156	22.3651
99.2270	64.8767	8.3717	38.2117	23.2477
99.9795	64.5416	8.3990	38.4945	22.9289
101.1740	64.4788	8.3774	39.0773	23.4481
101.6935	64.9351	8.3808	38.8794	23.1217
102.2836	64.7920	8.4178	38.7549	23.3384
103.5755	64.7801	8.3844	39.5100	nan
104.2123	64.9237	8.3825	39.5832	24.0832
105.6831	64.8718	8.4150	39.7480	24.1383
106.3196	64.7032	8.3989	40.2386	24.4094
106.9991	64.4399	8.3704	40.8828	24.6702
108.3735	64.3544	8.3782	40.6418	24.3157
108.7773	64.6968	8.3579	40.8152	24.8603
109.5002	64.7192	8.3501	41.9273	24.3517
110.4659	64.3393	8.3481	42.1478	24.6041
111.3107	64.3702	8.3448	42.5777	25.1760
112.1404	64.5322	8.3368	42.8853	25.3394
113.7924	64.6206	8.3267	42.8593	nan
114.5443	64.6626	8.3284	42.8218	25.9821
115.0819	64.4714	8.2839	43.4948	25.6827
116.1328	64.3739	8.2861	43.7029	26.0043
116.6928	64.6748	8.2732	43.8717	26.0966
118.0412	64.4177	8.2852	44.9910	26.3245
118.7789	64.1269	8.2664	45.0764	26.2043
119.7374	64.4008	8.2605	44.5845	26.4130
90.5414	64.1074	8.2422	34.9699	21.1637
91.7310	64.4809	8.2152	35.5013	21.7290
92.6691	64.0951	8.2393	36.0147	21.8408
93.2430	64.3797	8.2118	35.3319	nan
94.5921	64.1728	8.1968	36.0553	21.8538
94.7011	63.9915	8.2175	36.1225	21.8322
95.7545	64.1427	8.2164	37.0451	21.9198
96.5864	64.2751	8.2121	36.5813	22.4425
98.1568	64.0039	8.2117	37.1148	22.9332
98.9316	63.9502	8.1978	38.0808	22.3490
99.5653	64.3496	8.1831	38.6048	22.7731
100.8010	63.8672	8.1904	38.5743	23.4422
101.2935	64.2456	8.2248	39.0525	23.0427
102.1671	64.1171	8.2083	38.6137	23.0162
103.5487	63.8617	8.2213	39.9149	nan
103.9111	64.0588	8.2231	39.0116	23.2880
105.2880	64.1851	8.2187	39.9459	23.8084
105.5954	64.2509	8.2492	40.6969	23.6979
106.7818	63.9507	8.2592	40.0815	24.4931
107.7406	64.1077	8.2569	41.2712	24.0813
108.6301	64.1893	8.2715	41.3493	24.5751
109.4907	64.0914	8.2729	41.4855	24.3678
110.2807	63.7392	8.3008	41.5976	25.1902
111.5854	63.7800	8.3030	41.7443	25.1957
112.4736	63.7762	8.3151	42.2740	25.3381
112.9261	63.5586	8.3295	43.2510	nan
114.0015	63.7289	8.3202	42.8288	25.6751
114.5237	63.6380	8.3292	43.6332	25.4555
115.4333	63.4887	8.3565	43.7308	25.7578
116.5811	63.5428	8.3518	44.4965	26.1107
117.5756	63.5987	8.3646	43.7427	25.8963
118.4602	63.7011	8.3724	44.8531	26.1039
119.6728	63.4044	8.3769	45.0562	26.3079
90.0354	63.5292	8.3908	34.5373	21.5431
91.4933	63.3561	8.3989	34.6377	21.3213
92.4580	63.8608	8.3963	35.3875	22.0507
93.2281	63.6129	8.3929	35.8976	nan
94.2573	63.8608	8.3990	35.7771	21.6551
95.0281	63.3174	8.4016	35.8630	21.8203
96.0582	63.7708	8.3997	36.5083	22.6221
96.7652	63.7720	8.3764	37.4690	22.3874
97.1880	63.5920	8.4035	36.8467	22.9230
98.2693	63.7136	8.3768	38.0813	23.0169
99.3062	63.4182	8.3625	38.0672	22.7669
99.8462	63.4757	8.3520	38.6193	22.8286
101.4896	63.6205	8.3498	38.2213	23.6221
