observed_at,ambient_c,wind_kph,target
2025-03-02T06:45:00Z,8.903,7.377,7.991
2025-03-02T07:00:00Z,9.126,7.277,7.995
2025-03-02T07:15:00Z,8.674,7.088,7.666
2025-03-02T07:30:00Z,8.335,6.476,7.172
2025-03-02T07:45:00Z,8.106,6.466,7.011
2025-03-02T08:00:00Z,8.057,6.544,7.118
2025-03-02T08:15:00Z,7.858,6.472,6.860
2025-03-02T08:30:00Z,8.318,6.360,7.225
2025-03-02T08:45:00Z,8.222,6.172,7.271
2025-03-02T09:00:00Z,8.137,6.453,7.186
2025-03-02T09:15:00Z,8.168,5.956,7.048
2025-03-02T09:30:00Z,7.938,5.964,6.840
2025-03-02T09:45:00Z,7.865,6.026,6.912
2025-03-02T10:00:00Z,8.116,5.423,7.060
2025-03-02T10:15:00Z,8.649,5.456,7.565
2025-03-02T10:30:00Z,8.289,5.717,7.182
2025-03-02T10:45:00Z,8.882,5.011,7.742
2025-03-02T11:00:00Z,9.044,5.156,7.755
2025-03-02T11:15:00Z,9.237,5.365,7.831
2025-03-02T11:30:00Z,9.116,4.755,7.613
2025-03-02T11:45:00Z,9.660,4.762,8.171
2025-03-02T12:00:00Z,9.764,5.196,8.296
2025-03-02T12:15:00Z,10.118,4.463,8.702
2025-03-02T12:30:00Z,10.412,4.901,8.908
2025-03-02T12:45:00Z,10.896,4.315,9.091
2025-03-02T13:00:00Z,11.370,4.674,9.389
2025-03-02T13:15:00Z,11.198,4.309,9.397
2025-03-02T13:30:00Z,11.675,4.306,9.675
2025-03-02T13:45:00Z,12.199,4.436,10.241
2025-03-02T14:00:00Z,12.349,3.875,10.077
2025-03-02T14:15:00Z,12.675,3.827,10.484
2025-03-02T14:30:00Z,12.897,3.998,10.527
2025-03-02T14:45:00Z,13.362,4.104,10.940
2025-03-02T15:00:00Z,13.736,3.956,11.233
2025-03-02T15:15:00Z,14.175,4.256,11.799
2025-03-02T15:30:00Z,14.518,3.939,12.082
2025-03-02T15:45:00Z,14.303,3.737,11.889
2025-03-02T16:00:00Z,14.887,3.836,12.323
2025-03-02T16:15:00Z,14.857,4.351,12.154
2025-03-02T16:30:00Z,14.946,4.059,12.243
2025-03-02T16:45:00Z,15.661,4.002,12.765
