timestamp,value
2024-01-22T18:00:00Z,16.044000
2024-01-22T18:15:00Z,16.055205
2024-01-22T18:30:00Z,16.087776
2024-01-22T18:45:00Z,16.141574
2024-01-22T19:00:00Z,16.216371
2024-01-22T19:15:00Z,16.311849
2024-01-22T19:30:00Z,16.427602
2024-01-22T19:45:00Z,16.563136
2024-01-22T20:00:00Z,16.717873
2024-01-22T20:15:00Z,16.891152
2024-01-22T20:30:00Z,17.082233
2024-01-22T20:45:00Z,17.290301
2024-01-22T21:00:00Z,17.514466
2024-01-22T21:15:00Z,17.753771
2024-01-22T21:30:00Z,18.007193
2024-01-22T21:45:00Z,18.273649
2024-01-22T22:00:00Z,18.552000
2024-01-22T22:15:00Z,18.841057
2024-01-22T22:30:00Z,19.139583
2024-01-22T22:45:00Z,19.446303
2024-01-22T23:00:00Z,19.759905
2024-01-22T23:15:00Z,20.079048
2024-01-22T23:30:00Z,20.402369
2024-01-22T23:45:00Z,20.728484
