timestamp,value
2024-01-08T12:00:00Z,20.360000
2024-01-08T12:15:00Z,20.033484
2024-01-08T12:30:00Z,19.708369
2024-01-08T12:45:00Z,19.386048
2024-01-08T13:00:00Z,19.067905
2024-01-08T13:15:00Z,18.755303
2024-01-08T13:30:00Z,18.449583
2024-01-08T13:45:00Z,18.152057
2024-01-08T14:00:00Z,17.864000
2024-01-08T14:15:00Z,17.586649
2024-01-08T14:30:00Z,17.321193
2024-01-08T14:45:00Z,17.068771
2024-01-08T15:00:00Z,16.830466
2024-01-08T15:15:00Z,16.607301
2024-01-08T15:30:00Z,16.400233
2024-01-08T15:45:00Z,16.210152
2024-01-08T16:00:00Z,16.037873
2024-01-08T16:15:00Z,15.884136
2024-01-08T16:30:00Z,15.749602
2024-01-08T16:45:00Z,15.634849
2024-01-08T17:00:00Z,15.540371
2024-01-08T17:15:00Z,15.466574
2024-01-08T17:30:00Z,15.413776
2024-01-08T17:45:00Z,15.382205
