timestamp,value
2024-01-07T06:00:00Z,25.300000
2024-01-07T06:15:00Z,25.289795
2024-01-07T06:30:00Z,25.258224
2024-01-07T06:45:00Z,25.205426
2024-01-07T07:00:00Z,25.131629
2024-01-07T07:15:00Z,25.037151
2024-01-07T07:30:00Z,24.922398
2024-01-07T07:45:00Z,24.787864
2024-01-07T08:00:00Z,24.634127
2024-01-07T08:15:00Z,24.461848
2024-01-07T08:30:00Z,24.271767
2024-01-07T08:45:00Z,24.064699
2024-01-07T09:00:00Z,23.841534
2024-01-07T09:15:00Z,23.603229
2024-01-07T09:30:00Z,23.350807
2024-01-07T09:45:00Z,23.085351
2024-01-07T10:00:00Z,22.808000
2024-01-07T10:15:00Z,22.519943
2024-01-07T10:30:00Z,22.222417
2024-01-07T10:45:00Z,21.916697
2024-01-07T11:00:00Z,21.604095
2024-01-07T11:15:00Z,21.285952
2024-01-07T11:30:00Z,20.963631
2024-01-07T11:45:00Z,20.638516
