observed_at,ambient_c,wind_kph,target
2025-03-01T00:00:00Z,12.003,8.342,10.285
2025-03-01T00:15:00Z,12.497,8.039,10.872
2025-03-01T00:30:00Z,12.677,8.241,10.815
2025-03-01T00:45:00Z,13.022,7.999,11.245
2025-03-01T01:00:00Z,13.593,7.601,11.704
2025-03-01T01:15:00Z,13.589,8.059,11.822
2025-03-01T01:30:00Z,13.885,7.489,11.845
2025-03-01T01:45:00Z,14.056,8.132,12.071
2025-03-01T02:00:00Z,14.418,7.927,12.135
2025-03-01T02:15:00Z,14.431,8.040,12.515
2025-03-01T02:30:00Z,14.728,7.731,12.706
2025-03-01T02:45:00Z,14.912,7.935,12.739
2025-03-01T03:00:00Z,15.093,7.537,12.938
2025-03-01T03:15:00Z,15.743,7.468,13.418
2025-03-01T03:30:00Z,15.810,7.052,13.494
2025-03-01T03:45:00Z,16.051,7.418,13.461
2025-03-01T04:00:00Z,15.899,7.460,13.341
2025-03-01T04:15:00Z,15.864,6.906,13.492
2025-03-01T04:30:00Z,16.132,7.356,13.650
2025-03-01T04:45:00Z,15.934,6.760,13.406
2025-03-01T05:00:00Z,16.137,6.461,13.527
2025-03-01T05:15:00Z,15.684,6.425,13.299
2025-03-01T05:30:00Z,15.892,6.511,13.525
2025-03-01T05:45:00Z,15.731,6.483,13.137
2025-03-01T06:00:00Z,15.867,6.320,13.359
2025-03-01T06:15:00Z,15.367,6.212,13.086
2025-03-01T06:30:00Z,15.262,6.259,12.873
2025-03-01T06:45:00Z,15.114,6.193,12.523
2025-03-01T07:00:00Z,14.757,6.243,12.457
2025-03-01T07:15:00Z,14.922,5.565,12.505
2025-03-01T07:30:00Z,14.329,5.674,12.004
2025-03-01T07:45:00Z,14.344,5.616,12.012
2025-03-01T08:00:00Z,13.826,5.318,11.492
2025-03-01T08:15:00Z,13.744,5.591,11.477
2025-03-01T08:30:00Z,13.104,4.812,10.943
2025-03-01T08:45:00Z,13.094,4.814,10.871
2025-03-01T09:00:00Z,12.284,4.628,10.353
2025-03-01T09:15:00Z,12.425,5.139,10.292
2025-03-01T09:30:00Z,11.639,5.066,9.657
2025-03-01T09:45:00Z,11.316,4.431,9.662
2025-03-01T10:00:00Z,11.000,4.869,9.181
2025-03-01T10:15:00Z,10.665,4.181,8.870
2025-03-01T10:30:00Z,10.438,4.139,8.826
2025-03-01T10:45:00Z,10.464,4.436,8.831
2025-03-01T11:00:00Z,10.112,4.385,8.498
2025-03-01T11:15:00Z,9.789,4.135,8.318
2025-03-01T11:30:00Z,9.665,3.955,8.106
2025-03-01T11:45:00Z,9.444,4.425,7.801
2025-03-01T12:00:00Z,9.259,3.890,7.990
2025-03-01T12:15:00Z,8.948,3.853,7.477
2025-03-01T12:30:00Z,8.374,3.672,6.902
2025-03-01T12:45:00Z,8.386,3.764,7.273
2025-03-01T13:00:00Z,8.125,4.345,6.843
2025-03-01T13:15:00Z,8.082,3.873,6.741
2025-03-01T13:30:00Z,7.813,4.134,6.835
2025-03-01T13:45:00Z,8.044,4.230,6.975
2025-03-01T14:00:00Z,7.815,3.923,6.466
2025-03-01T14:15:00Z,7.815,4.388,6.794
2025-03-01T14:30:00Z,7.929,3.744,6.837
2025-03-01T14:45:00Z,8.002,4.385,6.813
2025-03-01T15:00:00Z,8.112,3.908,7.066
2025-03-01T15:15:00Z,8.462,4.356,7.208
2025-03-01T15:30:00Z,8.146,4.021,7.009
2025-03-01T15:45:00Z,8.405,4.284,7.335
2025-03-01T16:00:00Z,8.548,4.479,7.212
2025-03-01T16:15:00Z,8.692,4.630,7.269
2025-03-01T16:30:00Z,9.234,4.586,7.688
2025-03-01T16:45:00Z,9.589,4.958,8.311
2025-03-01T17:00:00Z,9.791,4.487,8.093
2025-03-01T17:15:00Z,9.828,4.549,8.218
2025-03-01T17:30:00Z,10.031,4.736,8.683
2025-03-01T17:45:00Z,10.558,4.848,9.125
2025-03-01T18:00:00Z,10.932,4.924,9.265
2025-03-01T18:15:00Z,11.067,5.506,9.333
2025-03-01T18:30:00Z,11.659,5.593,9.881
2025-03-01T18:45:00Z,11.783,5.797,10.148
2025-03-01T19:00:00Z,12.390,5.878,10.636
2025-03-01T19:15:00Z,12.435,5.415,10.572
2025-03-01T19:30:00Z,13.130,5.787,10.911
2025-03-01T19:45:00Z,13.244,6.255,11.167
2025-03-01T20:00:00Z,13.492,6.181,11.505
2025-03-01T20:15:00Z,13.766,5.906,11.541
2025-03-01T20:30:00Z,14.054,6.619,11.862
2025-03-01T20:45:00Z,14.263,6.115,12.083
2025-03-01T21:00:00Z,14.598,6.473,12.456
2025-03-01T21:15:00Z,14.730,6.694,12.310
2025-03-01T21:30:00Z,14.888,6.893,12.455
2025-03-01T21:45:00Z,15.343,6.756,12.940
2025-03-01T22:00:00Z,15.207,6.736,12.748
2025-03-01T22:15:00Z,15.889,7.385,13.339
2025-03-01T22:30:00Z,15.465,6.920,12.985
2025-03-01T22:45:00Z,15.668,7.584,13.333
2025-03-01T23:00:00Z,15.944,7.135,13.302
2025-03-01T23:15:00Z,15.995,7.431,13.585
2025-03-01T23:30:00Z,15.852,7.254,13.569
2025-03-01T23:45:00Z,16.156,7.472,13.814
