observed_at,ambient_c,wind_kph,target
2025-03-03T00:00:00Z,10.631,6.328,8.964
2025-03-03T00:15:00Z,10.815,6.502,9.376
2025-03-03T00:30:00Z,10.152,6.936,8.973
2025-03-03T00:45:00Z,9.645,7.007,8.313
2025-03-03T01:00:00Z,9.463,7.047,8.338
2025-03-03T01:15:00Z,9.184,7.166,7.906
2025-03-03T01:30:00Z,9.269,6.938,8.133
2025-03-03T01:45:00Z,9.150,7.565,8.066
2025-03-03T02:00:00Z,8.435,7.126,7.285
2025-03-03T02:15:00Z,8.817,7.517,7.818
2025-03-03T02:30:00Z,8.607,7.928,7.494
2025-03-03T02:45:00Z,8.372,7.970,7.467
2025-03-03T03:00:00Z,8.099,7.848,7.286
2025-03-03T03:15:00Z,8.058,7.770,7.234
2025-03-03T03:30:00Z,8.091,7.511,7.097
2025-03-03T03:45:00Z,8.101,7.835,7.463
2025-03-03T04:00:00Z,7.790,8.167,6.959
2025-03-03T04:15:00Z,8.080,7.713,7.310
2025-03-03T04:30:00Z,7.811,8.177,7.225
2025-03-03T04:45:00Z,7.952,7.862,7.272
2025-03-03T05:00:00Z,8.117,7.812,7.222
2025-03-03T05:15:00Z,8.200,7.857,7.485
2025-03-03T05:30:00Z,8.415,7.779,7.405
2025-03-03T05:45:00Z,8.661,7.827,7.854
2025-03-03T06:00:00Z,9.065,7.645,8.082
2025-03-03T06:15:00Z,9.497,8.162,8.575
2025-03-03T06:30:00Z,9.420,7.667,8.390
2025-03-03T06:45:00Z,9.672,8.093,8.437
2025-03-03T07:00:00Z,10.241,7.694,9.057
2025-03-03T07:15:00Z,10.437,7.562,9.073
2025-03-03T07:30:00Z,10.417,7.500,9.218
2025-03-03T07:45:00Z,10.985,7.498,9.716
2025-03-03T08:00:00Z,10.991,7.413,9.360
2025-03-03T08:15:00Z,11.814,7.789,10.309
2025-03-03T08:30:00Z,11.775,7.753,10.098
2025-03-03T08:45:00Z,12.227,7.455,10.609
2025-03-03T09:00:00Z,12.427,7.087,10.558
2025-03-03T09:15:00Z,13.014,6.879,10.946
2025-03-03T09:30:00Z,13.017,7.373,11.194
2025-03-03T09:45:00Z,13.353,6.700,11.229
2025-03-03T10:00:00Z,13.569,6.688,11.559
2025-03-03T10:15:00Z,13.892,6.463,11.660
2025-03-03T10:30:00Z,14.579,6.593,12.358
2025-03-03T10:45:00Z,14.491,6.767,12.393
2025-03-03T11:00:00Z,15.190,6.666,12.971
2025-03-03T11:15:00Z,14.917,6.284,12.680
2025-03-03T11:30:00Z,15.377,5.930,13.062
2025-03-03T11:45:00Z,15.478,5.766,12.940
2025-03-03T12:00:00Z,15.598,6.438,13.144
2025-03-03T12:15:00Z,15.801,6.037,13.353
2025-03-03T12:30:00Z,16.086,6.114,13.667
2025-03-03T12:45:00Z,15.847,5.952,13.096
2025-03-03T13:00:00Z,15.956,5.713,13.297
2025-03-03T13:15:00Z,15.716,5.753,13.327
2025-03-03T13:30:00Z,15.689,5.101,12.900
2025-03-03T13:45:00Z,15.949,5.477,13.167
2025-03-03T14:00:00Z,16.042,5.154,13.310
2025-03-03T14:15:00Z,15.625,4.812,12.916
2025-03-03T14:30:00Z,15.798,4.799,13.082
2025-03-03T14:45:00Z,15.280,5.138,12.776
2025-03-03T15:00:00Z,15.303,4.659,12.539
2025-03-03T15:15:00Z,15.443,4.786,12.940
2025-03-03T15:30:00Z,15.053,4.280,12.557
2025-03-03T15:45:00Z,14.711,4.773,12.424
2025-03-03T16:00:00Z,14.483,4.692,12.205
2025-03-03T16:15:00Z,14.292,4.097,12.030
2025-03-03T16:30:00Z,13.659,4.514,11.204
2025-03-03T16:45:00Z,13.431,4.546,11.277
2025-03-03T17:00:00Z,13.233,4.065,10.811
2025-03-03T17:15:00Z,13.024,4.408,10.664
2025-03-03T17:30:00Z,12.484,4.463,10.576
2025-03-03T17:45:00Z,12.584,4.380,10.534
2025-03-03T18:00:00Z,11.718,3.815,9.840
2025-03-03T18:15:00Z,11.684,3.879,9.747
2025-03-03T18:30:00Z,11.266,4.238,9.470
2025-03-03T18:45:00Z,11.201,4.023,9.441
2025-03-03T19:00:00Z,10.575,4.173,9.040
2025-03-03T19:15:00Z,10.337,3.934,8.690
2025-03-03T19:30:00Z,10.238,3.934,8.664
2025-03-03T19:45:00Z,9.516,4.169,8.137
2025-03-03T20:00:00Z,9.710,3.736,8.180
2025-03-03T20:15:00Z,9.442,3.973,8.116
2025-03-03T20:30:00Z,8.745,4.489,7.411
2025-03-03T20:45:00Z,8.605,4.041,7.140
2025-03-03T21:00:00Z,8.866,4.496,7.397
2025-03-03T21:15:00Z,8.259,4.405,6.853
2025-03-03T21:30:00Z,8.021,4.329,6.711
2025-03-03T21:45:00Z,7.997,4.445,6.760
2025-03-03T22:00:00Z,8.259,4.280,6.973
2025-03-03T22:15:00Z,7.753,4.785,6.807
2025-03-03T22:30:00Z,7.886,4.606,6.711
2025-03-03T22:45:00Z,7.921,4.529,6.886
2025-03-03T23:00:00Z,8.007,4.671,6.755
2025-03-03T23:15:00Z,8.146,5.190,6.963
2025-03-03T23:30:00Z,8.249,4.859,6.951
2025-03-03T23:45:00Z,8.062,5.263,7.145
