timestamp,value
2024-01-14T00:00:00Z,20.624000
2024-01-14T00:15:00Z,20.951516
2024-01-14T00:30:00Z,21.277631
2024-01-14T00:45:00Z,21.600952
2024-01-14T01:00:00Z,21.920095
2024-01-14T01:15:00Z,22.233697
2024-01-14T01:30:00Z,22.540417
2024-01-14T01:45:00Z,22.838943
2024-01-14T02:00:00Z,23.128000
2024-01-14T02:15:00Z,23.406351
2024-01-14T02:30:00Z,23.672807
2024-01-14T02:45:00Z,23.926229
2024-01-14T03:00:00Z,24.165534
2024-01-14T03:15:00Z,24.389699
2024-01-14T03:30:00Z,24.597767
2024-01-14T03:45:00Z,24.788848
2024-01-14T04:00:00Z,24.962127
2024-01-14T04:15:00Z,25.116864
2024-01-14T04:30:00Z,25.252398
2024-01-14T04:45:00Z,25.368151
2024-01-14T05:00:00Z,25.463629
2024-01-14T05:15:00Z,25.538426
2024-01-14T05:30:00Z,25.592224
2024-01-14T05:45:00Z,25.624795
