observed_at,target,dew_point_c
2025-03-01T00:00:00Z,10.175,6.779
2025-03-01T00:15:00Z,10.612,7.273
2025-03-01T00:30:00Z,11.163,7.636
2025-03-01T00:45:00Z,11.177,7.755
2025-03-01T01:00:00Z,11.048,
2025-03-01T01:15:00Z,11.637,8.405
2025-03-01T01:30:00Z,11.989,8.840
2025-03-01T01:45:00Z,12.080,9.017
2025-03-01T02:00:00Z,12.553,9.865
2025-03-01T02:15:00Z,12.613,9.929
2025-03-01T02:30:00Z,13.010,10.134
2025-03-01T02:45:00Z,12.818,9.976
2025-03-01T03:00:00Z,13.199,10.571
2025-03-01T03:15:00Z,13.184,10.731
2025-03-01T03:30:00Z,13.240,10.918
2025-03-01T03:45:00Z,13.196,
2025-03-01T04:00:00Z,13.327,10.735
2025-03-01T04:15:00Z,13.135,10.972
2025-03-01T04:30:00Z,13.580,10.687
2025-03-01T04:45:00Z,13.351,10.955
2025-03-01T05:00:00Z,13.528,11.171
2025-03-01T05:15:00Z,13.398,10.977
2025-03-01T05:30:00Z,13.404,10.684
2025-03-01T05:45:00Z,13.061,10.457
2025-03-01T06:00:00Z,13.033,10.803
2025-03-01T06:15:00Z,13.381,10.785
2025-03-01T06:30:00Z,12.756,
2025-03-01T06:45:00Z,12.565,9.901
2025-03-01T07:00:00Z,12.635,9.858
2025-03-01T07:15:00Z,12.050,9.301
2025-03-01T07:30:00Z,11.832,8.972
2025-03-01T07:45:00Z,12.070,9.599
2025-03-01T08:00:00Z,11.570,9.065
2025-03-01T08:15:00Z,11.179,8.386
2025-03-01T08:30:00Z,10.871,7.944
2025-03-01T08:45:00Z,10.670,7.536
2025-03-01T09:00:00Z,10.592,7.537
2025-03-01T09:15:00Z,10.483,
2025-03-01T09:30:00Z,9.786,6.900
2025-03-01T09:45:00Z,9.827,6.858
2025-03-01T10:00:00Z,9.600,6.484
2025-03-01T10:15:00Z,9.203,6.081
2025-03-01T10:30:00Z,8.921,5.428
2025-03-01T10:45:00Z,8.874,5.189
2025-03-01T11:00:00Z,8.358,5.247
2025-03-01T11:15:00Z,8.101,4.518
2025-03-01T11:30:00Z,7.981,4.816
2025-03-01T11:45:00Z,7.842,4.192
2025-03-01T12:00:00Z,7.654,
2025-03-01T12:15:00Z,7.426,3.760
