timestamp,value
2024-01-03T00:00:00Z,20.096000
2024-01-03T00:15:00Z,20.423516
2024-01-03T00:30:00Z,20.749631
2024-01-03T00:45:00Z,21.072952
2024-01-03T01:00:00Z,21.392095
2024-01-03T01:15:00Z,21.705697
2024-01-03T01:30:00Z,22.012417
2024-01-03T01:45:00Z,22.310943
2024-01-03T02:00:00Z,22.600000
2024-01-03T02:15:00Z,22.878351
2024-01-03T02:30:00Z,23.144807
2024-01-03T02:45:00Z,23.398229
2024-01-03T03:00:00Z,23.637534
2024-01-03T03:15:00Z,23.861699
2024-01-03T03:30:00Z,24.069767
2024-01-03T03:45:00Z,24.260848
2024-01-03T04:00:00Z,24.434127
2024-01-03T04:15:00Z,24.588864
2024-01-03T04:30:00Z,24.724398
2024-01-03T04:45:00Z,24.840151
2024-01-03T05:00:00Z,24.935629
2024-01-03T05:15:00Z,25.010426
2024-01-03T05:30:00Z,25.064224
2024-01-03T05:45:00Z,25.096795
