timestamp,value
2024-01-14T06:00:00Z,25.636000
2024-01-14T06:15:00Z,25.625795
2024-01-14T06:30:00Z,25.594224
2024-01-14T06:45:00Z,25.541426
2024-01-14T07:00:00Z,25.467629
2024-01-14T07:15:00Z,25.373151
2024-01-14T07:30:00Z,25.258398
2024-01-14T07:45:00Z,25.123864
2024-01-14T08:00:00Z,24.970127
2024-01-14T08:15:00Z,24.797848
2024-01-14T08:30:00Z,24.607767
2024-01-14T08:45:00Z,24.400699
2024-01-14T09:00:00Z,24.177534
2024-01-14T09:15:00Z,23.939229
2024-01-14T09:30:00Z,23.686807
2024-01-14T09:45:00Z,23.421351
2024-01-14T10:00:00Z,23.144000
2024-01-14T10:15:00Z,22.855943
2024-01-14T10:30:00Z,22.558417
2024-01-14T10:45:00Z,22.252697
2024-01-14T11:00:00Z,21.940095
2024-01-14T11:15:00Z,21.621952
2024-01-14T11:30:00Z,21.299631
2024-01-14T11:45:00Z,20.974516
