timestamp,value
2024-01-07T18:00:00Z,15.324000
2024-01-07T18:15:00Z,15.335205
2024-01-07T18:30:00Z,15.367776
2024-01-07T18:45:00Z,15.421574
2024-01-07T19:00:00Z,15.496371
2024-01-07T19:15:00Z,15.591849
2024-01-07T19:30:00Z,15.707602
2024-01-07T19:45:00Z,15.843136
2024-01-07T20:00:00Z,15.997873
2024-01-07T20:15:00Z,16.171152
2024-01-07T20:30:00Z,16.362233
2024-01-07T20:45:00Z,16.570301
2024-01-07T21:00:00Z,16.794466
2024-01-07T21:15:00Z,17.033771
2024-01-07T21:30:00Z,17.287193
2024-01-07T21:45:00Z,17.553649
2024-01-07T22:00:00Z,17.832000
2024-01-07T22:15:00Z,18.121057
2024-01-07T22:30:00Z,18.419583
2024-01-07T22:45:00Z,18.726303
2024-01-07T23:00:00Z,19.039905
2024-01-07T23:15:00Z,19.359048
2024-01-07T23:30:00Z,19.682369
2024-01-07T23:45:00Z,20.008484
