observed_at,target,dew_point_c
2025-03-02T13:30:00Z,9.713,6.559
2025-03-02T13:45:00Z,10.102,7.012
2025-03-02T14:00:00Z,10.079,7.171
2025-03-02T14:15:00Z,10.533,7.480
2025-03-02T14:30:00Z,10.790,7.869
2025-03-02T14:45:00Z,11.219,8.646
2025-03-02T15:00:00Z,11.345,8.640
2025-03-02T15:15:00Z,11.390,8.855
2025-03-02T15:30:00Z,11.910,
2025-03-02T15:45:00Z,12.020,9.425
2025-03-02T16:00:00Z,12.355,9.520
2025-03-02T16:15:00Z,12.419,10.178
2025-03-02T16:30:00Z,12.753,10.444
2025-03-02T16:45:00Z,12.470,10.170
2025-03-02T17:00:00Z,12.795,10.492
2025-03-02T17:15:00Z,13.079,10.862
2025-03-02T17:30:00Z,13.011,10.418
2025-03-02T17:45:00Z,13.217,10.891
2025-03-02T18:00:00Z,13.016,10.581
2025-03-02T18:15:00Z,13.383,
2025-03-02T18:30:00Z,13.225,10.632
2025-03-02T18:45:00Z,13.413,10.708
2025-03-02T19:00:00Z,13.007,10.648
2025-03-02T19:15:00Z,12.839,10.434
2025-03-02T19:30:00Z,13.244,10.888
2025-03-02T19:45:00Z,12.720,10.572
2025-03-02T20:00:00Z,12.830,10.321
2025-03-02T20:15:00Z,12.809,10.202
2025-03-02T20:30:00Z,12.684,9.850
2025-03-02T20:45:00Z,12.619,9.936
2025-03-02T21:00:00Z,12.292,
2025-03-02T21:15:00Z,12.350,9.514
2025-03-02T21:30:00Z,11.890,9.143
2025-03-02T21:45:00Z,11.321,8.457
2025-03-02T22:00:00Z,11.343,8.304
2025-03-02T22:15:00Z,11.139,8.250
2025-03-02T22:30:00Z,10.797,7.580
2025-03-02T22:45:00Z,10.339,7.253
2025-03-02T23:00:00Z,10.328,6.785
2025-03-02T23:15:00Z,10.169,6.476
2025-03-02T23:30:00Z,9.510,6.174
2025-03-02T23:45:00Z,9.811,
2025-03-03T00:00:00Z,9.227,5.914
2025-03-03T00:15:00Z,9.323,5.635
2025-03-03T00:30:00Z,8.846,5.198
2025-03-03T00:45:00Z,8.319,4.428
2025-03-03T01:00:00Z,8.649,4.663
2025-03-03T01:15:00Z,7.957,4.317
2025-03-03T01:30:00Z,8.115,4.594
2025-03-03T01:45:00Z,7.743,3.906
