pressure_kpa,humidity_pct,airflow_cmh,target,energy_index
91.9356,64.9779,8.3379,35.5555,21.3081
97.1858,65.0406,8.3914,37.4703,22.8009
102.6603,64.7629,8.4115,39.0797,23.7578
108.1272,64.5509,8.3717,40.8262,24.4230
113.0144,64.7774,8.3234,42.5280,
118.6097,64.2206,8.2493,45.1201,26.4963
94.0046,64.1956,8.2253,35.7103,22.0171
99.5794,63.8710,8.2184,38.1611,22.5476
105.1154,63.8324,8.2468,40.1674,23.4916
110.7073,63.7139,8.2818,41.6281,24.8964
115.7588,63.9161,8.3458,44.0209,25.5763
90.9851,63.8724,8.4009,34.6498,21.6521
96.5366,63.6080,8.3935,37.3534,22.6969
102.3816,63.2832,8.3537,39.1778,23.6878
107.3438,63.3035,8.3026,40.6043,24.0946
112.6565,63.4084,8.2111,42.4473,
118.1694,63.2772,8.1982,44.0600,26.1411
93.8099,62.9973,8.2195,36.5186,22.0054
99.0125,62.8016,8.2728,37.6846,22.8406
104.5701,62.5317,8.3367,40.0710,23.4383
110.1295,62.3514,8.3652,42.1045,24.8193
115.0613,62.5575,8.3906,43.0315,25.9772
90.4395,62.3410,8.3888,35.3123,21.3690
96.3385,62.1551,8.2975,36.4439,22.2963
101.2916,61.8354,8.2418,38.1568,23.0844
106.4946,62.1002,8.2231,40.8962,23.9387
112.5342,62.0632,8.2132,42.9410,
117.9919,61.7174,8.2322,44.2734,25.9443
93.1909,61.4055,8.2944,35.2066,21.7516
98.2844,61.2699,8.3655,37.2844,22.6134
104.1816,61.2196,8.4082,39.0139,23.8484
109.2462,61.3583,8.3781,41.4019,24.3941
114.3606,61.3750,8.3481,43.0068,25.4085
89.8375,61.1408,8.2865,34.7664,20.7851
95.7454,60.6248,8.2155,36.1032,21.7870
100.4613,60.7580,8.1903,38.1070,22.6059
105.8933,60.3987,8.2391,40.5393,24.0930
111.3367,60.3727,8.2608,42.0093,
116.9919,60.2076,8.3452,43.6142,25.8689
92.6480,60.4590,8.3906,35.5812,21.7414
98.1322,60.1631,8.4006,36.8406,22.9852
103.5384,59.9793,8.3685,39.8295,23.4161
108.2703,59.6933,8.3212,41.3585,24.1328
113.9026,59.6134,8.2245,43.1676,25.6205
119.4120,59.5439,8.2203,44.3388,26.0846
94.6768,59.7559,8.2000,36.3945,21.8691
100.0241,59.2929,8.2576,37.8753,23.1510
105.4998,59.5397,8.3266,39.6826,24.2250
111.0624,59.3259,8.3629,41.5572,
116.2758,59.0726,8.3994,44.0200,25.8375
