pressure_kpa,humidity_pct,airflow_cmh,target,energy_index
93.6299,65.0656,8.3320,36.4641,
98.9813,64.9794,8.3889,37.2989,23.2234
104.0503,64.8070,8.4122,40.2465,23.3867
110.0492,64.6353,8.3825,42.2818,24.6511
115.0697,64.2323,8.2999,43.0646,25.5726
90.3536,64.1023,8.2439,34.5171,21.5255
95.9150,64.2915,8.1958,36.6885,22.5610
101.3464,64.1212,8.2030,39.1279,23.3936
107.1170,63.7662,8.2647,40.2964,24.4157
112.2311,64.0060,8.2972,42.6961,25.2352
117.9926,63.5213,8.3872,43.9783,26.6136
93.2931,63.5643,8.3870,36.2635,
98.2460,63.5973,8.3795,37.0922,22.6190
103.5412,63.5022,8.3307,39.7874,23.7704
109.1458,63.0421,8.2834,40.7730,24.5974
114.7427,63.1911,8.2226,43.1022,25.8100
89.7022,62.8816,8.1821,34.0475,21.3103
95.3843,62.9353,8.2153,36.0788,22.3598
101.0038,62.7200,8.2917,38.2252,22.8188
106.0273,62.8609,8.3563,40.1615,24.1900
111.3597,62.2803,8.3788,41.9096,25.3492
116.9807,62.4560,8.4074,44.2891,26.1157
92.4564,62.4627,8.3506,35.4702,
98.0102,62.4153,8.3114,37.8230,22.4570
103.4327,62.2171,8.2339,39.2229,23.4634
108.5428,61.6653,8.1890,41.1257,24.4883
113.7412,62.0964,8.2158,43.2701,25.5154
119.4066,61.5105,8.2437,45.3608,26.1915
95.0656,61.5901,8.3139,36.1212,22.4495
99.8583,61.7154,8.3649,38.2994,23.0207
105.7648,61.2409,8.4190,40.4108,24.4063
110.9327,60.9548,8.3702,41.7986,24.9610
116.1288,60.9600,8.3205,43.1670,25.8528
91.5639,61.1907,8.2381,35.6574,
97.2841,60.6170,8.2122,37.6479,22.5897
102.2567,60.6752,8.1947,38.6338,23.1307
107.9864,60.7263,8.2165,40.6155,24.6821
113.3554,60.2629,8.3017,42.6649,25.1548
118.9572,60.0805,8.3405,44.8748,26.5548
94.3949,60.2915,8.3915,35.5627,21.9157
99.7953,59.8548,8.3866,37.3729,23.3538
105.2093,60.0421,8.3413,39.9820,24.1218
110.4614,60.0652,8.2891,41.8813,25.2054
115.7596,59.9152,8.2131,43.7889,25.9920
91.0806,59.8592,8.1985,34.9903,
96.2276,59.7544,8.2351,37.1252,22.2173
102.3527,59.3648,8.2560,39.0888,23.0745
107.7217,59.3967,8.3226,41.1423,24.0754
113.1955,59.1320,8.3692,42.7329,25.0970
118.5670,59.1025,8.3862,44.6168,26.0834
