pressure_kpa,humidity_pct,airflow_cmh,target,energy_index
89.8919,65.2736,8.2981,34.1296,21.3938
95.6782,65.1343,8.3645,36.2889,21.8749
100.4309,64.5118,8.3832,38.4783,23.3025
105.9273,64.8463,8.3830,40.0644,23.7604
111.7722,64.4868,8.3643,42.6839,24.8008
117.0085,64.6088,8.2818,44.6732,26.1347
92.3581,64.2661,8.2087,35.7654,21.8562
97.6078,63.9657,8.1832,37.4032,22.5594
103.3176,63.9937,8.2341,39.6991,
108.8768,63.9033,8.2686,40.9188,24.3269
113.8401,63.9092,8.3415,42.6950,25.3331
119.4845,63.9582,8.3692,45.2235,26.3818
95.1266,63.3799,8.3944,36.4475,22.5336
99.9970,63.7170,8.3663,38.3347,23.2157
105.9160,63.2493,8.3266,40.0624,23.9138
110.6865,63.2665,8.2436,42.2671,25.2242
116.5002,63.1113,8.2214,43.5645,26.1946
92.1928,63.2027,8.1948,35.3302,21.6699
96.9409,62.9183,8.2663,37.2067,22.2063
102.7547,62.4398,8.2970,38.6847,
108.2164,62.4717,8.3593,40.6219,24.1782
113.7935,62.5687,8.3961,43.4894,25.1304
118.8512,62.3868,8.3820,44.9949,26.7568
94.2301,62.1228,8.3218,36.3987,22.1315
99.3647,62.3874,8.2632,37.4504,22.7911
104.9857,62.2590,8.2139,39.6411,23.9913
110.4382,61.6853,8.1826,42.3007,24.7851
116.1058,61.8564,8.2339,43.7039,25.6310
90.9841,61.9096,8.2847,34.9235,21.5197
96.2044,61.5801,8.3591,36.2342,22.2581
102.2528,61.3163,8.3894,38.7822,
107.4715,61.3308,8.3830,40.6037,24.7353
112.5776,61.4502,8.3748,42.7299,25.3655
117.9925,60.8375,8.3058,43.9551,25.9822
93.8536,61.0140,8.2271,35.5215,22.0757
99.0472,61.0677,8.1906,37.3393,22.6765
104.6998,60.8306,8.2035,39.1131,24.0916
109.5829,60.2789,8.2559,41.8111,25.0605
114.9582,60.5824,8.3300,43.7261,25.5139
90.3979,60.1972,8.3563,35.2266,21.6425
95.8808,60.2955,8.4160,36.5599,22.3165
101.4628,59.9011,8.3867,38.5627,
107.1706,59.9371,8.3201,40.1053,24.2102
112.3660,59.7291,8.2596,42.4017,25.4923
117.4272,59.8979,8.2010,43.9828,25.7002
93.3519,59.7466,8.1983,35.7740,21.5042
98.0124,59.4256,8.2122,37.4230,22.3521
103.8855,59.5042,8.2915,39.5770,23.8215
109.1375,59.3521,8.3606,40.6820,24.8073
114.4260,59.2000,8.4068,42.9213,25.7579
