pressure_kpa,humidity_pct,airflow_cmh,target,energy_index
94.8260,65.0087,8.3370,36.0542,21.8655
100.2701,64.4970,8.4001,38.5138,23.0909
105.2282,64.7959,8.4055,40.5947,23.6209
110.6622,64.5978,8.3656,41.5043,24.9057
115.7680,64.5809,8.2796,44.0267,26.1973
91.8406,64.4885,8.2238,35.4672,21.1284
97.0587,64.0139,8.2008,37.7523,22.2988
102.3738,64.3447,8.2123,38.4688,23.6696
107.6633,64.2207,8.2450,41.0796,24.6551
113.3562,63.6180,8.3155,43.3000,
118.5962,63.9127,8.3985,44.3528,26.4317
93.6880,63.6324,8.4049,36.3966,21.5821
99.3990,63.4588,8.3833,37.6560,23.1216
104.9460,63.1847,8.3088,40.1554,23.8471
109.7951,63.0125,8.2750,42.1606,24.6695
115.8629,63.1284,8.2013,44.2166,26.0858
90.7399,63.1317,8.1919,35.3452,21.0618
96.5197,62.7367,8.2556,37.3763,22.4106
102.0034,62.8138,8.3183,38.5997,23.6634
107.0276,62.6329,8.3793,41.1257,24.5267
112.7113,62.5573,8.3938,42.6509,
117.7525,62.6785,8.3878,44.1601,26.4563
92.9671,62.5314,8.3635,35.9343,21.3877
98.4911,61.9398,8.2924,38.0835,23.0796
104.3311,61.8113,8.2120,40.1181,23.9602
109.4517,61.9392,8.1939,41.6829,24.6194
114.8173,61.6380,8.2201,42.7378,25.3562
90.1478,61.7400,8.2672,34.7478,20.9377
95.4313,61.6045,8.3352,36.8319,22.1563
101.1366,61.4906,8.3678,38.2920,22.9658
106.3282,61.5849,8.4129,39.7449,24.1931
112.0721,61.1507,8.3747,42.1001,
117.3464,61.3529,8.2915,43.9258,26.0809
92.9231,60.6787,8.2324,35.5724,21.8576
98.4853,61.1094,8.2009,37.4125,22.3207
103.1386,60.9730,8.2098,39.5487,23.1787
108.5022,60.3341,8.2448,40.4056,24.4272
114.0326,60.2958,8.2894,43.4318,25.1575
119.8019,60.3988,8.3530,45.0247,26.8180
94.9945,60.0829,8.3905,36.6333,21.8114
100.2003,59.9172,8.3932,38.5908,23.4166
106.2644,59.9480,8.3494,40.5386,24.4752
111.4722,59.7847,8.2661,41.5501,
116.8184,59.8079,8.2031,43.3490,26.2661
91.7738,59.3909,8.1805,34.5918,21.3100
97.8554,59.4369,8.2194,37.5027,22.3746
102.5703,59.2750,8.2911,39.0482,23.1664
108.2292,59.4388,8.3529,40.5420,24.2668
113.3438,59.2127,8.3858,42.0398,25.5364
118.7299,58.7870,8.3855,44.1137,26.0069
