pressure_kpa,humidity_pct,airflow_cmh,target,energy_index
92.7547,64.9088,8.3266,35.9151,21.5718
98.1384,64.7798,8.3869,37.3175,22.8284
103.6213,64.9653,8.4000,39.8480,
109.2094,64.7358,8.3749,41.0575,24.8908
113.9140,64.6731,8.3213,43.3755,25.2017
119.5361,64.1619,8.2641,45.0856,26.6994
95.2180,64.3664,8.2253,36.4683,21.7278
100.4302,64.2582,8.1925,38.5554,22.7449
106.1764,64.2094,8.2290,39.7872,24.1253
110.9718,63.7938,8.3045,42.2103,25.2226
117.0962,63.9679,8.3611,44.1006,26.1331
92.0175,63.8011,8.3870,35.4122,21.7868
97.8611,63.3653,8.4004,37.0140,22.3134
102.7077,63.5691,8.3214,39.3121,
108.5297,63.4261,8.2790,41.6494,24.4917
113.4685,62.9089,8.2176,42.3233,25.1633
119.2922,63.0562,8.1938,44.9694,26.6207
94.2705,63.1594,8.2102,36.0950,22.0637
99.6507,62.8199,8.2825,37.5773,23.1114
105.1384,62.3979,8.3266,40.0501,24.1358
110.4834,62.6172,8.3831,41.8508,25.0389
116.3146,62.2207,8.3854,44.3750,26.2014
91.6404,62.3477,8.3631,35.2115,21.1508
96.6958,62.1658,8.3038,36.4075,22.6713
102.5087,62.2797,8.2290,39.4137,
107.5000,62.0544,8.2097,40.9912,23.9165
113.2602,61.9082,8.1882,42.5774,25.5887
118.6516,61.7234,8.2545,44.5511,26.5142
93.6248,61.7921,8.3017,35.8275,22.1797
99.6423,61.3569,8.3836,37.8788,23.1874
104.5953,61.3819,8.4083,39.9960,23.9973
110.3834,60.9748,8.4036,42.2448,24.6637
115.1699,61.2867,8.3479,43.2747,26.0736
90.9658,61.2310,8.2755,34.4883,21.1221
95.9579,60.7632,8.2049,36.5297,22.3918
101.6729,61.0185,8.2032,38.9785,
107.2306,60.5367,8.2154,40.4999,24.4669
112.7682,60.4214,8.2915,42.5759,25.6524
118.1043,60.2876,8.3574,44.7506,26.0691
93.1311,60.0244,8.3784,35.8243,21.9554
98.7393,60.3966,8.3816,38.0850,22.5672
104.3884,59.9320,8.3633,39.8815,23.7342
109.2228,59.6730,8.2899,40.9245,24.7966
114.6276,60.0696,8.2291,43.0765,25.7454
90.5062,59.9424,8.2089,34.2961,20.9128
95.7804,59.7027,8.2194,36.7095,22.2294
101.0032,59.4801,8.2613,38.7602,
106.8220,59.5454,8.3162,40.2004,24.1965
111.5231,59.1926,8.3929,41.7389,25.3974
117.1005,59.1348,8.4189,44.4747,26.3108
