observed_at,ambient_c,wind_kph,target
2025-03-02T17:00:00Z,15.776,4.299,13.055
2025-03-02T17:15:00Z,15.794,3.855,13.192
2025-03-02T17:30:00Z,15.948,4.051,12.990
2025-03-02T17:45:00Z,16.023,4.430,13.186
2025-03-02T18:00:00Z,15.791,4.458,13.217
2025-03-02T18:15:00Z,15.927,4.475,13.278
2025-03-02T18:30:00Z,15.878,4.565,12.987
2025-03-02T18:45:00Z,16.211,4.051,13.302
2025-03-02T19:00:00Z,15.815,4.352,12.998
2025-03-02T19:15:00Z,15.688,4.150,12.921
2025-03-02T19:30:00Z,15.691,4.644,12.923
2025-03-02T19:45:00Z,15.361,4.748,12.818
2025-03-02T20:00:00Z,15.605,4.409,12.803
2025-03-02T20:15:00Z,15.020,4.863,12.379
2025-03-02T20:30:00Z,15.019,4.755,12.320
2025-03-02T20:45:00Z,14.765,5.077,12.241
2025-03-02T21:00:00Z,14.609,4.862,12.332
2025-03-02T21:15:00Z,14.144,5.049,11.979
2025-03-02T21:30:00Z,13.935,5.491,11.710
2025-03-02T21:45:00Z,13.687,5.390,11.633
2025-03-02T22:00:00Z,13.259,5.832,11.234
2025-03-02T22:15:00Z,13.443,5.565,11.249
2025-03-02T22:30:00Z,13.010,5.652,11.111
2025-03-02T22:45:00Z,12.383,5.999,10.499
2025-03-02T23:00:00Z,12.359,5.990,10.536
2025-03-02T23:15:00Z,12.056,6.205,10.398
2025-03-02T23:30:00Z,11.627,6.655,10.134
2025-03-02T23:45:00Z,11.064,6.697,9.656
2025-03-03T00:00:00Z,10.643,6.561,8.982
2025-03-03T00:15:00Z,10.367,6.377,9.103
2025-03-03T00:30:00Z,10.002,6.946,8.770
2025-03-03T00:45:00Z,10.066,7.056,8.603
2025-03-03T01:00:00Z,9.492,7.253,8.484
2025-03-03T01:15:00Z,9.186,6.974,8.074
2025-03-03T01:30:00Z,9.227,6.984,8.102
2025-03-03T01:45:00Z,8.843,6.984,7.758
2025-03-03T02:00:00Z,8.704,7.572,7.547
2025-03-03T02:15:00Z,8.312,7.247,7.509
2025-03-03T02:30:00Z,8.420,7.174,7.484
2025-03-03T02:45:00Z,8.163,7.493,7.346
2025-03-03T03:00:00Z,7.981,7.701,7.092
